ExternalReferenceNumber,PaymentDistributionReference,SendingAccount,ReceivingAccount,CreateDateTime,EffectiveDate,ReceiveDateTime,Amount
TRNGRP222,abcdef-trans-group2-222,7040610000006,7040610000004,25/01/2024,25/01/2024,25/01/2024,100
TRNGRP223,abcdef-trans-group2-223,7040610000006,7040610000004,25/02/2024,25/02/2024,25/02/2024,100
TRNGRP224,abcdef-trans-group2-224,7040610000006,7040610000004,25/03/2024,25/03/2024,25/03/2024,100
TRNGRP225,abcdef-trans-group2-225,7040610000006,7040610000004,25/04/2024,25/04/2024,25/04/2024,100
TRNGRP226,abcdef-trans-group2-226,7040610000006,7040610000004,25/05/2024,25/05/2024,25/05/2024,100
TRNGRP227,abcdef-trans-group2-227,7040610000006,7040610000004,25/06/2024,25/06/2024,25/06/2024,100
TRNGRP228,abcdef-trans-group2-228,7040610000006,7040610000004,25/07/2024,25/07/2024,25/07/2024,100
TRNGRP229,abcdef-trans-group2-229,7040610000007,7040610000004,25/06/2023,25/06/2023,25/06/2023,100
TRNGRP230,abcdef-trans-group2-230,7040610000007,7040610000004,25/07/2023,25/07/2023,25/07/2023,100
TRNGRP231,abcdef-trans-group2-231,7040610000007,7040610000004,25/08/2023,25/08/2023,25/08/2023,100
TRNGRP232,abcdef-trans-group2-232,7040610000007,7040610000004,25/09/2023,25/09/2023,25/09/2023,100
TRNGRP233,abcdef-trans-group2-233,7040610000007,7040610000004,25/10/2023,25/10/2023,25/10/2023,100
TRNGRP234,abcdef-trans-group2-234,7040610000007,7040610000004,25/11/2023,25/11/2023,25/11/2023,100
TRNGRP235,abcdef-trans-group2-235,7040610000007,7040610000004,25/12/2023,25/12/2023,25/12/2023,100
TRNGRP236,abcdef-trans-group2-236,7040610000007,7040610000004,25/01/2024,25/01/2024,25/01/2024,100
TRNGRP237,abcdef-trans-group2-237,7040610000007,7040610000004,25/02/2024,25/02/2024,25/02/2024,100
TRNGRP238,abcdef-trans-group2-238,7040610000007,7040610000004,25/03/2024,25/03/2024,25/03/2024,100
TRNGRP239,abcdef-trans-group2-239,7040610000007,7040610000004,25/04/2024,25/04/2024,25/04/2024,100
TRNGRP240,abcdef-trans-group2-240,7040610000007,7040610000004,25/05/2024,25/05/2024,25/05/2024,100
TRNGRP241,abcdef-trans-group2-241,7040610000007,7040610000004,25/06/2024,25/06/2024,25/06/2024,100
TRNGRP242,abcdef-trans-group2-242,7040610000007,7040610000004,25/07/2024,25/07/2024,25/07/2024,100
TRNGRP243,abcdef-trans-group2-243,7040610000008,7040610000004,25/06/2023,25/06/2023,25/06/2023,100
TRNGRP244,abcdef-trans-group2-244,7040610000008,7040610000004,25/07/2023,25/07/2023,25/07/2023,100
TRNGRP245,abcdef-trans-group2-245,7040610000008,7040610000004,25/08/2023,25/08/2023,25/08/2023,100
TRNGRP246,abcdef-trans-group2-246,7040610000008,7040610000004,25/09/2023,25/09/2023,25/09/2023,100
TRNGRP247,abcdef-trans-group2-247,7040610000008,7040610000004,25/10/2023,25/10/2023,25/10/2023,100
TRNGRP248,abcdef-trans-group2-248,7040610000008,7040610000004,25/11/2023,25/11/2023,25/11/2023,100
TRNGRP249,abcdef-trans-group2-249,7040610000008,7040610000004,25/12/2023,25/12/2023,25/12/2023,100
TRNGRP250,abcdef-trans-group2-250,7040610000008,7040610000004,25/01/2024,25/01/2024,25/01/2024,100
TRNGRP251,abcdef-trans-group2-251,7040610000008,7040610000004,25/02/2024,25/02/2024,25/02/2024,100
TRNGRP252,abcdef-trans-group2-252,7040610000008,7040610000004,25/03/2024,25/03/2024,25/03/2024,100
TRNGRP253,abcdef-trans-group2-253,7040610000008,7040610000004,25/04/2024,25/04/2024,25/04/2024,100
TRNGRP254,abcdef-trans-group2-254,7040610000008,7040610000004,25/05/2024,25/05/2024,25/05/2024,100
TRNGRP255,abcdef-trans-group2-255,7040610000008,7040610000004,25/06/2024,25/06/2024,25/06/2024,100
TRNGRP256,abcdef-trans-group2-256,7040610000008,7040610000004,25/07/2024,25/07/2024,25/07/2024,100
TRNGRP257,abcdef-trans-group2-257,7040610000009,7040610000004,25/06/2023,25/06/2023,25/06/2023,100
TRNGRP258,abcdef-trans-group2-258,7040610000009,7040610000004,25/07/2023,25/07/2023,25/07/2023,100
TRNGRP259,abcdef-trans-group2-259,7040610000009,7040610000004,25/08/2023,25/08/2023,25/08/2023,100
TRNGRP260,abcdef-trans-group2-260,7040610000009,7040610000004,25/09/2023,25/09/2023,25/09/2023,100
TRNGRP261,abcdef-trans-group2-261,7040610000009,7040610000004,25/10/2023,25/10/2023,25/10/2023,100
TRNGRP262,abcdef-trans-group2-262,7040610000009,7040610000004,25/11/2023,25/11/2023,25/11/2023,100
TRNGRP263,abcdef-trans-group2-263,7040610000009,7040610000004,25/12/2023,25/12/2023,25/12/2023,100
TRNGRP264,abcdef-trans-group2-264,7040610000009,7040610000004,25/01/2024,25/01/2024,25/01/2024,100
TRNGRP265,abcdef-trans-group2-265,7040610000009,7040610000004,25/02/2024,25/02/2024,25/02/2024,100
TRNGRP266,abcdef-trans-group2-266,7040610000009,7040610000004,25/03/2024,25/03/2024,25/03/2024,100
TRNGRP267,abcdef-trans-group2-267,7040610000009,7040610000004,25/04/2024,25/04/2024,25/04/2024,100
TRNGRP268,abcdef-trans-group2-268,7040610000009,7040610000004,25/05/2024,25/05/2024,25/05/2024,100
TRNGRP269,abcdef-trans-group2-269,7040610000009,7040610000004,25/06/2024,25/06/2024,25/06/2024,100
TRNGRP270,abcdef-trans-group2-270,7040610000009,7040610000004,25/07/2024,25/07/2024,25/07/2024,100
TRNGRP271,abcdef-trans-group2-271,7040610000010,7040610000004,25/06/2023,25/06/2023,25/06/2023,100
TRNGRP272,abcdef-trans-group2-272,7040610000010,7040610000004,25/07/2023,25/07/2023,25/07/2023,100
TRNGRP273,abcdef-trans-group2-273,7040610000010,7040610000004,25/08/2023,25/08/2023,25/08/2023,100
TRNGRP274,abcdef-trans-group2-274,7040610000010,7040610000004,25/09/2023,25/09/2023,25/09/2023,100
TRNGRP275,abcdef-trans-group2-275,7040610000010,7040610000004,25/10/2023,25/10/2023,25/10/2023,100
TRNGRP276,abcdef-trans-group2-276,7040610000010,7040610000004,25/11/2023,25/11/2023,25/11/2023,100
TRNGRP277,abcdef-trans-group2-277,7040610000010,7040610000004,25/12/2023,25/12/2023,25/12/2023,100
TRNGRP278,abcdef-trans-group2-278,7040610000010,7040610000004,25/01/2024,25/01/2024,25/01/2024,100
TRNGRP279,abcdef-trans-group2-279,7040610000010,7040610000004,25/02/2024,25/02/2024,25/02/2024,100
TRNGRP280,abcdef-trans-group2-280,7040610000010,7040610000004,25/03/2024,25/03/2024,25/03/2024,100
TRNGRP281,abcdef-trans-group2-281,7040610000010,7040610000004,25/04/2024,25/04/2024,25/04/2024,100
TRNGRP282,abcdef-trans-group2-282,7040610000010,7040610000004,25/05/2024,25/05/2024,25/05/2024,100
TRNGRP283,abcdef-trans-group2-283,7040610000010,7040610000004,25/06/2024,25/06/2024,25/06/2024,100
TRNGRP284,abcdef-trans-group2-284,7040610000010,7040610000004,25/07/2024,25/07/2024,25/07/2024,100
TRNGRP285,abcdef-trans-group2-285,7040610000013,7040610000012,18/06/2023,18/06/2023,18/06/2023,95
TRNGRP286,abcdef-trans-group2-286,7040610000013,7040610000012,18/07/2023,18/07/2023,18/07/2023,95
TRNGRP287,abcdef-trans-group2-287,7040610000013,7040610000012,18/08/2023,18/08/2023,18/08/2023,95
TRNGRP288,abcdef-trans-group2-288,7040610000013,7040610000012,18/09/2023,18/09/2023,18/09/2023,95
TRNGRP289,abcdef-trans-group2-289,7040610000013,7040610000012,18/10/2023,18/10/2023,18/10/2023,95
TRNGRP290,abcdef-trans-group2-290,7040610000013,7040610000012,18/11/2023,18/11/2023,18/11/2023,95
TRNGRP291,abcdef-trans-group2-291,7040610000013,7040610000012,18/12/2023,18/12/2023,18/12/2023,95
TRNGRP292,abcdef-trans-group2-292,7040610000013,7040610000012,18/01/2024,18/01/2024,18/01/2024,95
TRNGRP293,abcdef-trans-group2-293,7040610000013,7040610000012,18/02/2024,18/02/2024,18/02/2024,95
TRNGRP294,abcdef-trans-group2-294,7040610000013,7040610000012,18/03/2024,18/03/2024,18/03/2024,95
TRNGRP295,abcdef-trans-group2-295,7040610000013,7040610000012,18/04/2024,18/04/2024,18/04/2024,95
TRNGRP296,abcdef-trans-group2-296,7040610000013,7040610000012,18/05/2024,18/05/2024,18/05/2024,95
TRNGRP297,abcdef-trans-group2-297,7040610000013,7040610000012,18/06/2024,18/06/2024,18/06/2024,95
TRNGRP298,abcdef-trans-group2-298,7040610000013,7040610000012,18/07/2024,18/07/2024,18/07/2024,95
TRNGRP299,abcdef-trans-group2-299,7040610000014,7040610000012,18/06/2023,18/06/2023,18/06/2023,96
TRNGRP300,abcdef-trans-group2-300,7040610000014,7040610000012,18/07/2023,18/07/2023,18/07/2023,96
TRNGRP301,abcdef-trans-group2-301,7040610000014,7040610000012,18/08/2023,18/08/2023,18/08/2023,96
TRNGRP302,abcdef-trans-group2-302,7040610000014,7040610000012,18/09/2023,18/09/2023,18/09/2023,96
TRNGRP303,abcdef-trans-group2-303,7040610000014,7040610000012,18/10/2023,18/10/2023,18/10/2023,96
TRNGRP304,abcdef-trans-group2-304,7040610000014,7040610000012,18/11/2023,18/11/2023,18/11/2023,96
TRNGRP305,abcdef-trans-group2-305,7040610000014,7040610000012,18/12/2023,18/12/2023,18/12/2023,96
TRNGRP306,abcdef-trans-group2-306,7040610000014,7040610000012,18/01/2024,18/01/2024,18/01/2024,96
TRNGRP307,abcdef-trans-group2-307,7040610000014,7040610000012,18/02/2024,18/02/2024,18/02/2024,96
TRNGRP308,abcdef-trans-group2-308,7040610000014,7040610000012,18/03/2024,18/03/2024,18/03/2024,96
TRNGRP309,abcdef-trans-group2-309,7040610000014,7040610000012,18/04/2024,18/04/2024,18/04/2024,96
TRNGRP310,abcdef-trans-group2-310,7040610000014,7040610000012,18/05/2024,18/05/2024,18/05/2024,96
TRNGRP311,abcdef-trans-group2-311,7040610000014,7040610000012,18/06/2024,18/06/2024,18/06/2024,96
TRNGRP312,abcdef-trans-group2-312,7040610000014,7040610000012,18/07/2024,18/07/2024,18/07/2024,96
TRNGRP313,abcdef-trans-group2-313,7040610000015,7040610000012,18/06/2023,18/06/2023,18/06/2023,99
TRNGRP314,abcdef-trans-group2-314,7040610000015,7040610000012,18/07/2023,18/07/2023,18/07/2023,99
TRNGRP315,abcdef-trans-group2-315,7040610000015,7040610000012,18/08/2023,18/08/2023,18/08/2023,99
TRNGRP316,abcdef-trans-group2-316,7040610000015,7040610000012,18/09/2023,18/09/2023,18/09/2023,99
TRNGRP317,abcdef-trans-group2-317,7040610000015,7040610000012,18/10/2023,18/10/2023,18/10/2023,99
TRNGRP318,abcdef-trans-group2-318,7040610000015,7040610000012,18/11/2023,18/11/2023,18/11/2023,99
TRNGRP319,abcdef-trans-group2-319,7040610000015,7040610000012,18/12/2023,18/12/2023,18/12/2023,99
TRNGRP320,abcdef-trans-group2-320,7040610000015,7040610000012,18/01/2024,18/01/2024,18/01/2024,99
TRNGRP321,abcdef-trans-group2-321,7040610000015,7040610000012,18/02/2024,18/02/2024,18/02/2024,99
TRNGRP322,abcdef-trans-group2-322,7040610000015,7040610000012,18/03/2024,18/03/2024,18/03/2024,99
TRNGRP323,abcdef-trans-group2-323,7040610000015,7040610000012,18/04/2024,18/04/2024,18/04/2024,99
TRNGRP324,abcdef-trans-group2-324,7040610000015,7040610000012,18/05/2024,18/05/2024,18/05/2024,99
TRNGRP325,abcdef-trans-group2-325,7040610000015,7040610000012,18/06/2024,18/06/2024,18/06/2024,99
TRNGRP326,abcdef-trans-group2-326,7040610000015,7040610000012,18/07/2024,18/07/2024,18/07/2024,99
TRNGRP327,abcdef-trans-group2-327,7040610000016,7040610000012,18/06/2023,18/06/2023,18/06/2023,101
TRNGRP328,abcdef-trans-group2-328,7040610000016,7040610000012,18/07/2023,18/07/2023,18/07/2023,101
TRNGRP329,abcdef-trans-group2-329,7040610000016,7040610000012,18/08/2023,18/08/2023,18/08/2023,101
TRNGRP330,abcdef-trans-group2-330,7040610000016,7040610000012,18/09/2023,18/09/2023,18/09/2023,101
TRNGRP331,abcdef-trans-group2-331,7040610000016,7040610000012,18/10/2023,18/10/2023,18/10/2023,101
TRNGRP332,abcdef-trans-group2-332,7040610000016,7040610000012,18/11/2023,18/11/2023,18/11/2023,101
TRNGRP333,abcdef-trans-group2-333,7040610000016,7040610000012,18/12/2023,18/12/2023,18/12/2023,101
TRNGRP334,abcdef-trans-group2-334,7040610000016,7040610000012,18/01/2024,18/01/2024,18/01/2024,101
TRNGRP335,abcdef-trans-group2-335,7040610000016,7040610000012,18/02/2024,18/02/2024,18/02/2024,101
TRNGRP336,abcdef-trans-group2-336,7040610000016,7040610000012,18/03/2024,18/03/2024,18/03/2024,101
TRNGRP337,abcdef-trans-group2-337,7040610000016,7040610000012,18/04/2024,18/04/2024,18/04/2024,101
TRNGRP338,abcdef-trans-group2-338,7040610000016,7040610000012,18/05/2024,18/05/2024,18/05/2024,101
TRNGRP339,abcdef-trans-group2-339,7040610000016,7040610000012,18/06/2024,18/06/2024,18/06/2024,101
TRNGRP340,abcdef-trans-group2-340,7040610000016,7040610000012,18/07/2024,18/07/2024,18/07/2024,101
TRNGRP341,abcdef-trans-group2-341,7040610000017,7040610000012,18/06/2023,18/06/2023,18/06/2023,103
TRNGRP342,abcdef-trans-group2-342,7040610000017,7040610000012,18/07/2023,18/07/2023,18/07/2023,103
TRNGRP343,abcdef-trans-group2-343,7040610000017,7040610000012,18/08/2023,18/08/2023,18/08/2023,103
TRNGRP344,abcdef-trans-group2-344,7040610000017,7040610000012,18/09/2023,18/09/2023,18/09/2023,103
TRNGRP345,abcdef-trans-group2-345,7040610000017,7040610000012,18/10/2023,18/10/2023,18/10/2023,103
TRNGRP346,abcdef-trans-group2-346,7040610000017,7040610000012,18/11/2023,18/11/2023,18/11/2023,103
TRNGRP347,abcdef-trans-group2-347,7040610000017,7040610000012,18/12/2023,18/12/2023,18/12/2023,103
TRNGRP348,abcdef-trans-group2-348,7040610000017,7040610000012,18/01/2024,18/01/2024,18/01/2024,103
TRNGRP349,abcdef-trans-group2-349,7040610000017,7040610000012,18/02/2024,18/02/2024,18/02/2024,103
TRNGRP350,abcdef-trans-group2-350,7040610000017,7040610000012,18/03/2024,18/03/2024,18/03/2024,103
TRNGRP351,abcdef-trans-group2-351,7040610000017,7040610000012,18/04/2024,18/04/2024,18/04/2024,103
TRNGRP352,abcdef-trans-group2-352,7040610000017,7040610000012,18/05/2024,18/05/2024,18/05/2024,103
TRNGRP353,abcdef-trans-group2-353,7040610000017,7040610000012,18/06/2024,18/06/2024,18/06/2024,103
TRNGRP354,abcdef-trans-group2-354,7040610000017,7040610000012,18/07/2024,18/07/2024,18/07/2024,103
TRNGRP355,abcdef-trans-group2-355,7040610000018,7040610000012,18/06/2023,18/06/2023,18/06/2023,105
TRNGRP356,abcdef-trans-group2-356,7040610000018,7040610000012,18/07/2023,18/07/2023,18/07/2023,105
TRNGRP357,abcdef-trans-group2-357,7040610000018,7040610000012,18/08/2023,18/08/2023,18/08/2023,105
TRNGRP358,abcdef-trans-group2-358,7040610000018,7040610000012,18/09/2023,18/09/2023,18/09/2023,105
TRNGRP359,abcdef-trans-group2-359,7040610000018,7040610000012,18/10/2023,18/10/2023,18/10/2023,105
TRNGRP360,abcdef-trans-group2-360,7040610000018,7040610000012,18/11/2023,18/11/2023,18/11/2023,105
TRNGRP361,abcdef-trans-group2-361,7040610000018,7040610000012,18/12/2023,18/12/2023,18/12/2023,105
TRNGRP362,abcdef-trans-group2-362,7040610000018,7040610000012,18/01/2024,18/01/2024,18/01/2024,105
TRNGRP363,abcdef-trans-group2-363,7040610000018,7040610000012,18/02/2024,18/02/2024,18/02/2024,105
TRNGRP364,abcdef-trans-group2-364,7040610000018,7040610000012,18/03/2024,18/03/2024,18/03/2024,105
TRNGRP365,abcdef-trans-group2-365,7040610000018,7040610000012,18/04/2024,18/04/2024,18/04/2024,105
TRNGRP366,abcdef-trans-group2-366,7040610000018,7040610000012,18/05/2024,18/05/2024,18/05/2024,105
TRNGRP367,abcdef-trans-group2-367,7040610000018,7040610000012,18/06/2024,18/06/2024,18/06/2024,105
TRNGRP368,abcdef-trans-group2-368,7040610000018,7040610000012,18/07/2024,18/07/2024,18/07/2024,105
TRNGRP369,abcdef-trans-group2-369,7040610000021,7040610000020,11/06/2023,11/06/2023,11/06/2023,95
TRNGRP370,abcdef-trans-group2-370,7040610000021,7040610000020,11/07/2023,11/07/2023,11/07/2023,95
TRNGRP371,abcdef-trans-group2-371,7040610000021,7040610000020,11/08/2023,11/08/2023,11/08/2023,95
TRNGRP372,abcdef-trans-group2-372,7040610000021,7040610000020,11/09/2023,11/09/2023,11/09/2023,95
TRNGRP373,abcdef-trans-group2-373,7040610000021,7040610000020,11/10/2023,11/10/2023,11/10/2023,95
TRNGRP374,abcdef-trans-group2-374,7040610000021,7040610000020,11/11/2023,11/11/2023,11/11/2023,95
TRNGRP375,abcdef-trans-group2-375,7040610000021,7040610000020,11/12/2023,11/12/2023,11/12/2023,95
TRNGRP376,abcdef-trans-group2-376,7040610000021,7040610000020,11/01/2024,11/01/2024,11/01/2024,95
TRNGRP377,abcdef-trans-group2-377,7040610000021,7040610000020,11/02/2024,11/02/2024,11/02/2024,95
TRNGRP378,abcdef-trans-group2-378,7040610000021,7040610000020,11/03/2024,11/03/2024,11/03/2024,95
TRNGRP379,abcdef-trans-group2-379,7040610000021,7040610000020,11/04/2024,11/04/2024,11/04/2024,95
TRNGRP380,abcdef-trans-group2-380,7040610000021,7040610000020,11/05/2024,11/05/2024,11/05/2024,95
TRNGRP381,abcdef-trans-group2-381,7040610000021,7040610000020,11/06/2024,11/06/2024,11/06/2024,95
TRNGRP382,abcdef-trans-group2-382,7040610000021,7040610000020,11/07/2024,11/07/2024,11/07/2024,95
TRNGRP383,abcdef-trans-group2-383,7040610000022,7040610000020,12/06/2023,12/06/2023,12/06/2023,96
TRNGRP384,abcdef-trans-group2-384,7040610000022,7040610000020,11/07/2023,11/07/2023,11/07/2023,96
TRNGRP385,abcdef-trans-group2-385,7040610000022,7040610000020,13/08/2023,13/08/2023,13/08/2023,96
TRNGRP386,abcdef-trans-group2-386,7040610000022,7040610000020,11/09/2023,11/09/2023,11/09/2023,96
TRNGRP387,abcdef-trans-group2-387,7040610000022,7040610000020,13/10/2023,13/10/2023,13/10/2023,96
TRNGRP388,abcdef-trans-group2-388,7040610000022,7040610000020,12/11/2023,12/11/2023,12/11/2023,96
TRNGRP389,abcdef-trans-group2-389,7040610000022,7040610000020,11/12/2023,11/12/2023,11/12/2023,96
TRNGRP390,abcdef-trans-group2-390,7040610000022,7040610000020,13/01/2024,13/01/2024,13/01/2024,96
TRNGRP391,abcdef-trans-group2-391,7040610000022,7040610000020,10/02/2024,10/02/2024,10/02/2024,96
TRNGRP392,abcdef-trans-group2-392,7040610000022,7040610000020,14/03/2024,14/03/2024,14/03/2024,96
TRNGRP393,abcdef-trans-group2-393,7040610000022,7040610000020,12/04/2024,12/04/2024,12/04/2024,96
TRNGRP394,abcdef-trans-group2-394,7040610000022,7040610000020,13/05/2024,13/05/2024,13/05/2024,96
TRNGRP395,abcdef-trans-group2-395,7040610000022,7040610000020,12/06/2024,12/06/2024,12/06/2024,96
TRNGRP396,abcdef-trans-group2-396,7040610000022,7040610000020,13/07/2024,13/07/2024,13/07/2024,96
TRNGRP397,abcdef-trans-group2-397,7040610000023,7040610000020,12/06/2023,12/06/2023,12/06/2023,99
TRNGRP398,abcdef-trans-group2-398,7040610000023,7040610000020,11/07/2023,11/07/2023,11/07/2023,99
TRNGRP399,abcdef-trans-group2-399,7040610000023,7040610000020,13/08/2023,13/08/2023,13/08/2023,99
TRNGRP400,abcdef-trans-group2-400,7040610000023,7040610000020,11/09/2023,11/09/2023,11/09/2023,99
TRNGRP401,abcdef-trans-group2-401,7040610000023,7040610000020,13/10/2023,13/10/2023,13/10/2023,99
TRNGRP402,abcdef-trans-group2-402,7040610000023,7040610000020,12/11/2023,12/11/2023,12/11/2023,99
TRNGRP403,abcdef-trans-group2-403,7040610000023,7040610000020,11/12/2023,11/12/2023,11/12/2023,99
TRNGRP404,abcdef-trans-group2-404,7040610000023,7040610000020,13/01/2024,13/01/2024,13/01/2024,99
TRNGRP405,abcdef-trans-group2-405,7040610000023,7040610000020,10/02/2024,10/02/2024,10/02/2024,99
TRNGRP406,abcdef-trans-group2-406,7040610000023,7040610000020,14/03/2024,14/03/2024,14/03/2024,99
TRNGRP407,abcdef-trans-group2-407,7040610000023,7040610000020,12/04/2024,12/04/2024,12/04/2024,99
TRNGRP408,abcdef-trans-group2-408,7040610000023,7040610000020,13/05/2024,13/05/2024,13/05/2024,99
TRNGRP409,abcdef-trans-group2-409,7040610000023,7040610000020,12/06/2024,12/06/2024,12/06/2024,99
TRNGRP410,abcdef-trans-group2-410,7040610000023,7040610000020,13/07/2024,13/07/2024,13/07/2024,99
TRNGRP411,abcdef-trans-group2-411,7040610000024,7040610000020,12/06/2023,12/06/2023,12/06/2023,101
TRNGRP412,abcdef-trans-group2-412,7040610000024,7040610000020,11/07/2023,11/07/2023,11/07/2023,101
TRNGRP413,abcdef-trans-group2-413,7040610000024,7040610000020,13/08/2023,13/08/2023,13/08/2023,101
TRNGRP414,abcdef-trans-group2-414,7040610000024,7040610000020,11/09/2023,11/09/2023,11/09/2023,101
TRNGRP415,abcdef-trans-group2-415,7040610000024,7040610000020,13/10/2023,13/10/2023,13/10/2023,101
TRNGRP416,abcdef-trans-group2-416,7040610000024,7040610000020,12/11/2023,12/11/2023,12/11/2023,101
TRNGRP417,abcdef-trans-group2-417,7040610000024,7040610000020,11/12/2023,11/12/2023,11/12/2023,101
TRNGRP418,abcdef-trans-group2-418,7040610000024,7040610000020,13/01/2024,13/01/2024,13/01/2024,101
TRNGRP419,abcdef-trans-group2-419,7040610000024,7040610000020,10/02/2024,10/02/2024,10/02/2024,101
TRNGRP420,abcdef-trans-group2-420,7040610000024,7040610000020,14/03/2024,14/03/2024,14/03/2024,101
TRNGRP421,abcdef-trans-group2-421,7040610000024,7040610000020,12/04/2024,12/04/2024,12/04/2024,101
TRNGRP422,abcdef-trans-group2-422,7040610000024,7040610000020,13/05/2024,13/05/2024,13/05/2024,101
TRNGRP423,abcdef-trans-group2-423,7040610000024,7040610000020,12/06/2024,12/06/2024,12/06/2024,101
TRNGRP424,abcdef-trans-group2-424,7040610000025,7040610000020,13/07/2024,13/07/2024,13/07/2024,101
TRNGRP425,abcdef-trans-group2-425,7040610000025,7040610000020,12/06/2023,12/06/2023,12/06/2023,103
TRNGRP426,abcdef-trans-group2-426,7040610000025,7040610000020,11/07/2023,11/07/2023,11/07/2023,103
TRNGRP427,abcdef-trans-group2-427,7040610000025,7040610000020,13/08/2023,13/08/2023,13/08/2023,103
TRNGRP428,abcdef-trans-group2-428,7040610000025,7040610000020,11/09/2023,11/09/2023,11/09/2023,103
TRNGRP429,abcdef-trans-group2-429,7040610000025,7040610000020,13/10/2023,13/10/2023,13/10/2023,103
TRNGRP430,abcdef-trans-group2-430,7040610000025,7040610000020,12/11/2023,12/11/2023,12/11/2023,103
TRNGRP431,abcdef-trans-group2-431,7040610000025,7040610000020,11/12/2023,11/12/2023,11/12/2023,103
TRNGRP432,abcdef-trans-group2-432,7040610000025,7040610000020,13/01/2024,13/01/2024,13/01/2024,103
TRNGRP433,abcdef-trans-group2-433,7040610000025,7040610000020,10/02/2024,10/02/2024,10/02/2024,103
TRNGRP434,abcdef-trans-group2-434,7040610000025,7040610000020,14/03/2024,14/03/2024,14/03/2024,103
TRNGRP435,abcdef-trans-group2-435,7040610000025,7040610000020,12/04/2024,12/04/2024,12/04/2024,103
TRNGRP436,abcdef-trans-group2-436,7040610000025,7040610000020,13/05/2024,13/05/2024,13/05/2024,103
TRNGRP437,abcdef-trans-group2-437,7040610000025,7040610000020,12/06/2024,12/06/2024,12/06/2024,103
TRNGRP438,abcdef-trans-group2-438,7040610000025,7040610000020,13/07/2024,13/07/2024,13/07/2024,103
TRNGRP439,abcdef-trans-group2-439,7040610000024,7040610000020,12/06/2023,12/06/2023,12/06/2023,105
TRNGRP440,abcdef-trans-group2-440,7040610000024,7040610000020,11/07/2023,11/07/2023,11/07/2023,105
TRNGRP441,abcdef-trans-group2-441,7040610000024,7040610000020,13/08/2023,13/08/2023,13/08/2023,105
TRNGRP442,abcdef-trans-group2-442,7040610000024,7040610000020,11/09/2023,11/09/2023,11/09/2023,105
TRNGRP443,abcdef-trans-group2-443,7040610000024,7040610000020,13/10/2023,13/10/2023,13/10/2023,105
TRNGRP444,abcdef-trans-group2-444,7040610000024,7040610000020,12/11/2023,12/11/2023,12/11/2023,105
TRNGRP445,abcdef-trans-group2-445,7040610000024,7040610000020,11/12/2023,11/12/2023,11/12/2023,105
TRNGRP446,abcdef-trans-group2-446,7040610000024,7040610000020,13/01/2024,13/01/2024,13/01/2024,105
TRNGRP447,abcdef-trans-group2-447,7040610000024,7040610000020,10/02/2024,10/02/2024,10/02/2024,105
